Video Id,Account Id,Created at,Name,Type,Tags
1659814989012098203,6044537239001,2020-02-28T20:48:45.006Z,4 videos playlist,EXPLICIT
6058262597001,6044537239001,2019-07-15T14:11:35.532Z,MyPlayslit,EXPLICIT
1657724307870014617,6044537239001,2020-02-05T18:58:16.097Z,My Smart Playlist,ACTIVATED_OLDEST_TO_NEWEST,+tags:"mexico"
1659815109779595953,6044537239001,2020-02-28T20:50:40.179Z,3 videos playlist,EXPLICIT
1655629798190293056,6044537239001,2020-01-13T16:06:56.010Z,Smart Playlist,ALPHABETICAL,+tags:"sp"
6051921033001,6044537239001,2019-06-25T23:02:03.782Z,my lp[,EXPLICIT
6044537542001,6044537239001,2019-06-05T13:18:22.704Z,Sample Playlist,ACTIVATED_NEWEST_TO_OLDEST,+tags:"sample"
